TRANSACTION_ID,POLICY_NUMBER,CUSTOMER_ID,CLAIM_AMOUNT,VENDOR_ID,IS_FRAUD,FRAUD_PROBABILITY,RISK_SCORE,RISK_LABEL
TXN0000346,POL000346,CUST00346,6970,VND0028,0,0.0465,4.65,Low
TXN0000347,POL000347,CUST00347,1922,VND0020,0,0.0273,2.73,Low
TXN0000348,POL000348,CUST00348,2206,VND0006,0,0.0408,4.08,Low
TXN0000349,POL000349,CUST00349,5056,VND0021,0,0.0221,2.21,Low
TXN0000350,POL000350,CUST00350,36476,VND0011,1,0.9505,95.05,Critical
TXN0000351,POL000351,CUST00351,1074,VND0020,0,0.0368,3.68,Low
TXN0000352,POL000352,CUST00352,3977,VND0008,0,0.021,2.1,Low
TXN0000353,POL000353,CUST00353,2550,VND0048,0,0.0,0.0,Low
TXN0000354,POL000354,CUST00354,4359,VND0009,0,0.011,1.1,Low
TXN0000355,POL000355,CUST00355,3985,VND0007,0,0.0086,0.86,Low
TXN0000356,POL000356,CUST00356,6903,VND0033,0,0.0593,5.93,Low
TXN0000357,POL000357,CUST00357,6548,VND0018,0,0.0316,3.16,Low
TXN0000358,POL000358,CUST00358,4647,VND0050,0,0.0423,4.23,Low
TXN0000359,POL000359,CUST00359,4820,VND0021,0,0.0119,1.19,Low
TXN0000360,POL000360,CUST00360,6311,VND0033,0,0.0271,2.71,Low
TXN0000361,POL000361,CUST00361,1447,VND0042,0,0.0353,3.53,Low
TXN0000362,POL000362,CUST00362,47354,VND0050,1,0.9765,97.65,Critical
TXN0000363,POL000363,CUST00363,39905,VND0041,1,0.9794,97.94,Critical
TXN0000364,POL000364,CUST00364,18807,VND0029,1,0.7928,79.28,High
TXN0000365,POL000365,CUST00365,6192,VND0041,0,0.0272,2.72,Low
TXN0000366,POL000366,CUST00366,4956,VND0015,0,0.0175,1.75,Low
TXN0000367,POL000367,CUST00367,2560,VND0044,0,0.0145,1.45,Low
TXN0000368,POL000368,CUST00368,3493,VND0044,0,0.0418,4.18,Low
TXN0000369,POL000369,CUST00369,3529,VND0020,0,0.0275,2.75,Low
TXN0000370,POL000370,CUST00370,6447,VND0004,0,0.0134,1.34,Low
TXN0000371,POL000371,CUST00371,6790,VND0035,0,0.0452,4.52,Low
TXN0000372,POL000372,CUST00372,5686,VND0006,0,0.0928,9.28,Low
TXN0000373,POL000373,CUST00373,4635,VND0001,0,0.0848,8.48,Low
TXN0000374,POL000374,CUST00374,908,VND0048,0,0.0095,0.95,Low
TXN0000375,POL000375,CUST00375,6420,VND0029,0,0.0708,7.08,Low
TXN0000376,POL000376,CUST00376,44291,VND0033,1,0.9816,98.16,Critical
TXN0000377,POL000377,CUST00377,1334,VND0045,0,0.011,1.1,Low
TXN0000378,POL000378,CUST00378,673,VND0047,0,0.0043,0.43,Low
TXN0000379,POL000379,CUST00379,6644,VND0048,0,0.0992,9.92,Low
TXN0000380,POL000380,CUST00380,3554,VND0007,0,0.0104,1.04,Low
TXN0000381,POL000381,CUST00381,1804,VND0017,0,0.0258,2.58,Low
TXN0000382,POL000382,CUST00382,749,VND0039,0,0.0115,1.15,Low
TXN0000383,POL000383,CUST00383,3001,VND0002,0,0.01,1.0,Low
TXN0000384,POL000384,CUST00384,5121,VND0012,0,0.0267,2.67,Low
TXN0000385,POL000385,CUST00385,6963,VND0026,0,0.1185,11.85,Low
TXN0000386,POL000386,CUST00386,3956,VND0018,0,0.0047,0.47,Low
TXN0000387,POL000387,CUST00387,4328,VND0009,0,0.0174,1.74,Low
TXN0000388,POL000388,CUST00388,5884,VND0045,0,0.1154,11.54,Low
TXN0000389,POL000389,CUST00389,17082,VND0023,1,0.973,97.3,Critical
TXN0000390,POL000390,CUST00390,2102,VND0021,0,0.0156,1.56,Low
TXN0000391,POL000391,CUST00391,6944,VND0033,0,0.1427,14.27,Low
TXN0000392,POL000392,CUST00392,24298,VND0034,1,0.9203,92.03,Critical
TXN0000393,POL000393,CUST00393,6524,VND0025,0,0.1779,17.79,Low
TXN0000394,POL000394,CUST00394,998,VND0045,0,0.0106,1.06,Low
TXN0000395,POL000395,CUST00395,32312,VND0015,1,0.9647,96.47,Critical
TXN0000396,POL000396,CUST00396,6215,VND0044,0,0.0189,1.89,Low
TXN0000397,POL000397,CUST00397,4773,VND0044,0,0.0207,2.07,Low
TXN0000398,POL000398,CUST00398,1390,VND0001,0,0.0,0.0,Low
TXN0000399,POL000399,CUST00399,6285,VND0038,0,0.1827,18.27,Low
TXN0000400,POL000400,CUST00400,896,VND0008,0,0.0146,1.46,Low
TXN0000401,POL000401,CUST00401,4839,VND0025,0,0.0305,3.05,Low
TXN0000402,POL000402,CUST00402,1594,VND0046,0,0.0176,1.76,Low
TXN0000403,POL000403,CUST00403,680,VND0010,0,0.0042,0.42,Low
TXN0000404,POL000404,CUST00404,46755,VND0029,1,0.9512,95.12,Critical
TXN0000405,POL000405,CUST00405,5962,VND0039,0,0.0635,6.35,Low
TXN0000406,POL000406,CUST00406,919,VND0025,0,0.0258,2.58,Low
TXN0000407,POL000407,CUST00407,833,VND0004,0,0.0093,0.93,Low
TXN0000408,POL000408,CUST00408,4378,VND0004,0,0.0622,6.22,Low
TXN0000409,POL000409,CUST00409,30050,VND0026,1,0.959,95.9,Critical
TXN0000410,POL000410,CUST00410,5274,VND0002,0,0.0582,5.82,Low
TXN0000411,POL000411,CUST00411,6426,VND0001,0,0.1315,13.15,Low
TXN0000412,POL000412,CUST00412,5307,VND0048,0,0.0139,1.39,Low
TXN0000413,POL000413,CUST00413,11597,VND0027,1,0.9341,93.41,Critical
TXN0000414,POL000414,CUST00414,1492,VND0024,0,0.0,0.0,Low
TXN0000415,POL000415,CUST00415,17806,VND0006,1,0.8871,88.71,Critical
TXN0000416,POL000416,CUST00416,619,VND0040,0,0.0333,3.33,Low
TXN0000417,POL000417,CUST00417,16883,VND0026,1,0.9534,95.34,Critical
TXN0000418,POL000418,CUST00418,3251,VND0012,0,0.0377,3.77,Low
TXN0000419,POL000419,CUST00419,5263,VND0038,0,0.0051,0.51,Low
TXN0000420,POL000420,CUST00420,1576,VND0012,0,0.0084,0.84,Low
TXN0000421,POL000421,CUST00421,5383,VND0026,0,0.0194,1.94,Low
TXN0000422,POL000422,CUST00422,22771,VND0029,1,0.9613,96.13,Critical
TXN0000423,POL000423,CUST00423,15317,VND0014,1,0.863,86.3,Critical
TXN0000424,POL000424,CUST00424,37453,VND0044,1,0.9613,96.13,Critical
TXN0000425,POL000425,CUST00425,648,VND0036,0,0.0121,1.21,Low
TXN0000426,POL000426,CUST00426,3255,VND0015,0,0.0064,0.64,Low
TXN0000427,POL000427,CUST00427,1972,VND0008,0,0.0307,3.07,Low
TXN0000428,POL000428,CUST00428,971,VND0017,0,0.004,0.4,Low
TXN0000429,POL000429,CUST00429,36290,VND0024,1,0.9564,95.64,Critical
TXN0000430,POL000430,CUST00430,4059,VND0028,0,0.0151,1.51,Low
TXN0000431,POL000431,CUST00431,784,VND0021,0,0.0096,0.96,Low
TXN0000432,POL000432,CUST00432,1461,VND0003,0,0.0275,2.75,Low
TXN0000433,POL000433,CUST00433,761,VND0034,0,0.008,0.8,Low
TXN0000434,POL000434,CUST00434,4817,VND0019,0,0.0841,8.41,Low
TXN0000435,POL000435,CUST00435,33657,VND0017,1,0.974,97.4,Critical
TXN0000436,POL000436,CUST00436,683,VND0028,0,0.0159,1.59,Low
TXN0000437,POL000437,CUST00437,42352,VND0042,1,0.9166,91.66,Critical
TXN0000438,POL000438,CUST00438,6836,VND0001,0,0.072,7.2,Low
TXN0000439,POL000439,CUST00439,1939,VND0049,0,0.0096,0.96,Low
TXN0000440,POL000440,CUST00440,4854,VND0032,0,0.0211,2.11,Low
TXN0000441,POL000441,CUST00441,3385,VND0028,0,0.0033,0.33,Low
TXN0000442,POL000442,CUST00442,1435,VND0003,0,0.014,1.4,Low
TXN0000443,POL000443,CUST00443,2290,VND0036,0,0.0086,0.86,Low
TXN0000444,POL000444,CUST00444,295,VND0036,0,0.0085,0.85,Low
TXN0000445,POL000445,CUST00445,5279,VND0029,0,0.0179,1.79,Low
TXN0000446,POL000446,CUST00446,2474,VND0041,0,0.0062,0.62,Low
TXN0000447,POL000447,CUST00447,3594,VND0042,0,0.015,1.5,Low
TXN0000448,POL000448,CUST00448,1239,VND0042,0,0.0026,0.26,Low
TXN0000449,POL000449,CUST00449,15899,VND0017,1,0.9423,94.23,Critical
TXN0000450,POL000450,CUST00450,1685,VND0034,0,0.0188,1.88,Low
TXN0000451,POL000451,CUST00451,41108,VND0003,1,0.9713,97.13,Critical
TXN0000452,POL000452,CUST00452,6134,VND0029,0,0.0824,8.24,Low
TXN0000453,POL000453,CUST00453,5049,VND0008,0,0.0067,0.67,Low
TXN0000454,POL000454,CUST00454,4301,VND0016,0,0.0209,2.09,Low
TXN0000455,POL000455,CUST00455,27566,VND0034,1,0.9442,94.42,Critical
TXN0000456,POL000456,CUST00456,1399,VND0022,0,0.0203,2.03,Low
TXN0000457,POL000457,CUST00457,6752,VND0044,0,0.0259,2.59,Low
TXN0000458,POL000458,CUST00458,3985,VND0005,0,0.0832,8.32,Low
TXN0000459,POL000459,CUST00459,2987,VND0049,0,0.0316,3.16,Low
TXN0000460,POL000460,CUST00460,1939,VND0036,0,0.014,1.4,Low
TXN0000461,POL000461,CUST00461,5265,VND0022,0,0.1597,15.97,Low
TXN0000462,POL000462,CUST00462,26452,VND0002,1,0.9532,95.32,Critical
TXN0000463,POL000463,CUST00463,4892,VND0003,0,0.0033,0.33,Low
TXN0000464,POL000464,CUST00464,422,VND0021,0,0.0244,2.44,Low
TXN0000465,POL000465,CUST00465,3389,VND0029,0,0.0039,0.39,Low
TXN0000466,POL000466,CUST00466,5179,VND0026,0,0.0582,5.82,Low
TXN0000467,POL000467,CUST00467,2902,VND0015,0,0.0088,0.88,Low
TXN0000468,POL000468,CUST00468,5456,VND0033,0,0.0246,2.46,Low
TXN0000469,POL000469,CUST00469,29600,VND0031,1,0.9618,96.18,Critical
TXN0000470,POL000470,CUST00470,656,VND0018,0,0.011,1.1,Low
TXN0000471,POL000471,CUST00471,3994,VND0017,0,0.0011,0.11,Low
TXN0000472,POL000472,CUST00472,1368,VND0023,0,0.0336,3.36,Low
TXN0000473,POL000473,CUST00473,26838,VND0038,1,0.9566,95.66,Critical
TXN0000474,POL000474,CUST00474,48072,VND0030,1,0.9528,95.28,Critical
TXN0000475,POL000475,CUST00475,5686,VND0007,0,0.0328,3.28,Low
TXN0000476,POL000476,CUST00476,6103,VND0047,0,0.0771,7.71,Low
TXN0000477,POL000477,CUST00477,3337,VND0011,0,0.0327,3.27,Low
TXN0000478,POL000478,CUST00478,3851,VND0034,0,0.0107,1.07,Low
TXN0000479,POL000479,CUST00479,4457,VND0001,0,0.0193,1.93,Low
TXN0000480,POL000480,CUST00480,4656,VND0013,0,0.0218,2.18,Low
TXN0000481,POL000481,CUST00481,4520,VND0029,0,0.009,0.9,Low
TXN0000482,POL000482,CUST00482,5524,VND0043,0,0.075,7.5,Low
TXN0000483,POL000483,CUST00483,6877,VND0029,0,0.0278,2.78,Low
TXN0000484,POL000484,CUST00484,5831,VND0003,0,0.1246,12.46,Low
TXN0000485,POL000485,CUST00485,37956,VND0048,1,0.9662,96.62,Critical
TXN0000486,POL000486,CUST00486,3438,VND0014,0,0.0043,0.43,Low
TXN0000487,POL000487,CUST00487,3336,VND0019,0,0.0131,1.31,Low
TXN0000488,POL000488,CUST00488,3659,VND0006,0,0.0154,1.54,Low
TXN0000489,POL000489,CUST00489,3793,VND0035,0,0.0163,1.63,Low
TXN0000490,POL000490,CUST00490,5082,VND0023,0,0.0109,1.09,Low
TXN0000491,POL000491,CUST00491,3062,VND0011,0,0.0351,3.51,Low
TXN0000492,POL000492,CUST00492,1990,VND0032,0,0.0125,1.25,Low
TXN0000493,POL000493,CUST00493,3311,VND0010,0,0.0103,1.03,Low
TXN0000494,POL000494,CUST00494,6010,VND0027,0,0.1034,10.34,Low
TXN0000495,POL000495,CUST00495,2317,VND0034,0,0.0334,3.34,Low
TXN0000496,POL000496,CUST00496,341,VND0041,0,0.0137,1.37,Low
TXN0000497,POL000497,CUST00497,6838,VND0035,0,0.0742,7.42,Low
TXN0000498,POL000498,CUST00498,1531,VND0029,0,0.0167,1.67,Low
TXN0000499,POL000499,CUST00499,4299,VND0002,0,0.0286,2.86,Low
TXN0000500,POL000500,CUST00500,5641,VND0012,0,0.0895,8.95,Low
TXN0000501,POL000501,CUST00501,2066,VND0029,0,0.0043,0.43,Low
TXN0000502,POL000502,CUST00502,2513,VND0027,0,0.0195,1.95,Low
TXN0000503,POL000503,CUST00503,2107,VND0027,0,0.0219,2.19,Low
TXN0000504,POL000504,CUST00504,1218,VND0037,0,0.0194,1.94,Low
TXN0000505,POL000505,CUST00505,1240,VND0046,0,0.0309,3.09,Low
TXN0000506,POL000506,CUST00506,1469,VND0026,0,0.014,1.4,Low
TXN0000507,POL000507,CUST00507,3314,VND0007,0,0.0113,1.13,Low
TXN0000508,POL000508,CUST00508,3809,VND0023,0,0.0051,0.51,Low
TXN0000509,POL000509,CUST00509,308,VND0013,0,0.0079,0.79,Low
TXN0000510,POL000510,CUST00510,9567,VND0027,1,0.797,79.7,High
TXN0000511,POL000511,CUST00511,19589,VND0030,1,0.9687,96.87,Critical
TXN0000512,POL000512,CUST00512,680,VND0028,0,0.0227,2.27,Low
TXN0000513,POL000513,CUST00513,11689,VND0030,1,0.9305,93.05,Critical
TXN0000514,POL000514,CUST00514,407,VND0016,0,0.0175,1.75,Low
TXN0000515,POL000515,CUST00515,4011,VND0009,0,0.0078,0.78,Low
TXN0000516,POL000516,CUST00516,3363,VND0043,0,0.031,3.1,Low
TXN0000517,POL000517,CUST00517,3614,VND0021,0,0.0161,1.61,Low
TXN0000518,POL000518,CUST00518,6702,VND0011,0,0.1102,11.02,Low
TXN0000519,POL000519,CUST00519,16186,VND0050,1,0.917,91.7,Critical
TXN0000520,POL000520,CUST00520,2097,VND0002,0,0.0265,2.65,Low
TXN0000521,POL000521,CUST00521,4141,VND0018,0,0.0134,1.34,Low
TXN0000522,POL000522,CUST00522,6722,VND0038,0,0.0371,3.71,Low
TXN0000523,POL000523,CUST00523,5156,VND0021,0,0.016,1.6,Low
TXN0000524,POL000524,CUST00524,6236,VND0043,0,0.0288,2.88,Low
TXN0000525,POL000525,CUST00525,20513,VND0018,1,0.9358,93.58,Critical
TXN0000526,POL000526,CUST00526,2125,VND0033,0,0.0064,0.64,Low
TXN0000527,POL000527,CUST00527,3672,VND0022,0,0.0867,8.67,Low
TXN0000528,POL000528,CUST00528,5755,VND0024,0,0.0949,9.49,Low
TXN0000529,POL000529,CUST00529,6515,VND0025,0,0.043,4.3,Low
TXN0000530,POL000530,CUST00530,4863,VND0049,0,0.003,0.3,Low
TXN0000531,POL000531,CUST00531,5004,VND0038,0,0.0931,9.31,Low
TXN0000532,POL000532,CUST00532,3680,VND0019,0,0.0705,7.05,Low
TXN0000533,POL000533,CUST00533,2373,VND0021,0,0.0039,0.39,Low
TXN0000534,POL000534,CUST00534,3075,VND0021,0,0.0535,5.35,Low
TXN0000535,POL000535,CUST00535,49096,VND0037,1,0.8071,80.71,Critical
TXN0000536,POL000536,CUST00536,5745,VND0030,0,0.0103,1.03,Low
TXN0000537,POL000537,CUST00537,3976,VND0027,0,0.0897,8.97,Low
TXN0000538,POL000538,CUST00538,5592,VND0022,0,0.0059,0.59,Low
TXN0000539,POL000539,CUST00539,386,VND0020,0,0.0051,0.51,Low
TXN0000540,POL000540,CUST00540,5347,VND0028,0,0.0126,1.26,Low
TXN0000541,POL000541,CUST00541,3648,VND0042,0,0.0082,0.82,Low
TXN0000542,POL000542,CUST00542,6988,VND0049,0,0.0717,7.17,Low
TXN0000543,POL000543,CUST00543,3407,VND0004,0,0.0075,0.75,Low
TXN0000544,POL000544,CUST00544,3453,VND0012,0,0.0117,1.17,Low
TXN0000545,POL000545,CUST00545,15278,VND0035,1,0.9443,94.43,Critical
TXN0000546,POL000546,CUST00546,5687,VND0008,0,0.024,2.4,Low
TXN0000547,POL000547,CUST00547,4970,VND0031,0,0.0262,2.62,Low
TXN0000548,POL000548,CUST00548,37816,VND0022,1,0.9232,92.32,Critical
TXN0000549,POL000549,CUST00549,830,VND0010,0,0.0144,1.44,Low
TXN0000550,POL000550,CUST00550,1638,VND0026,0,0.0132,1.32,Low
TXN0000551,POL000551,CUST00551,6163,VND0026,0,0.1753,17.53,Low
TXN0000552,POL000552,CUST00552,486,VND0036,0,0.0131,1.31,Low
TXN0000553,POL000553,CUST00553,3655,VND0042,0,0.0544,5.44,Low
TXN0000554,POL000554,CUST00554,2952,VND0048,0,0.0125,1.25,Low
TXN0000555,POL000555,CUST00555,25488,VND0022,1,0.9591,95.91,Critical
TXN0000556,POL000556,CUST00556,6025,VND0035,0,0.0646,6.46,Low
TXN0000557,POL000557,CUST00557,6297,VND0040,0,0.0731,7.31,Low
TXN0000558,POL000558,CUST00558,2165,VND0050,0,0.0106,1.06,Low
TXN0000559,POL000559,CUST00559,4195,VND0033,0,0.0111,1.11,Low
TXN0000560,POL000560,CUST00560,4960,VND0013,0,0.02,2.0,Low
TXN0000561,POL000561,CUST00561,34682,VND0018,1,0.9718,97.18,Critical
TXN0000562,POL000562,CUST00562,249,VND0011,0,0.0029,0.29,Low
TXN0000563,POL000563,CUST00563,6843,VND0010,0,0.1595,15.95,Low
TXN0000564,POL000564,CUST00564,2616,VND0016,0,0.0375,3.75,Low
TXN0000565,POL000565,CUST00565,1072,VND0025,0,0.0168,1.68,Low
TXN0000566,POL000566,CUST00566,4385,VND0040,0,0.0187,1.87,Low
TXN0000567,POL000567,CUST00567,5514,VND0015,0,0.0183,1.83,Low
TXN0000568,POL000568,CUST00568,11957,VND0010,1,0.8751,87.51,Critical
TXN0000569,POL000569,CUST00569,477,VND0007,0,0.0303,3.03,Low
TXN0000570,POL000570,CUST00570,6296,VND0010,0,0.0886,8.86,Low
TXN0000571,POL000571,CUST00571,6549,VND0022,0,0.0215,2.15,Low
TXN0000572,POL000572,CUST00572,1262,VND0021,0,0.0226,2.26,Low
TXN0000573,POL000573,CUST00573,6347,VND0020,0,0.0588,5.88,Low
TXN0000574,POL000574,CUST00574,6386,VND0016,0,0.0185,1.85,Low
TXN0000575,POL000575,CUST00575,6982,VND0023,0,0.0613,6.13,Low
TXN0000576,POL000576,CUST00576,1671,VND0033,0,0.0077,0.77,Low
TXN0000577,POL000577,CUST00577,4135,VND0003,0,0.1022,10.22,Low
TXN0000578,POL000578,CUST00578,6961,VND0045,0,0.1328,13.28,Low
TXN0000579,POL000579,CUST00579,6337,VND0016,0,0.0992,9.92,Low
TXN0000580,POL000580,CUST00580,4312,VND0007,0,0.0125,1.25,Low
TXN0000581,POL000581,CUST00581,1540,VND0009,0,0.0121,1.21,Low
TXN0000582,POL000582,CUST00582,773,VND0028,0,0.0,0.0,Low
TXN0000583,POL000583,CUST00583,34047,VND0027,1,0.9541,95.41,Critical
TXN0000584,POL000584,CUST00584,643,VND0005,0,0.0209,2.09,Low
TXN0000585,POL000585,CUST00585,1527,VND0025,0,0.0182,1.82,Low
TXN0000586,POL000586,CUST00586,709,VND0012,0,0.0205,2.05,Low
TXN0000587,POL000587,CUST00587,5383,VND0046,0,0.0772,7.72,Low
TXN0000588,POL000588,CUST00588,4211,VND0016,0,0.0114,1.14,Low
TXN0000589,POL000589,CUST00589,3721,VND0050,0,0.0031,0.31,Low
TXN0000590,POL000590,CUST00590,28453,VND0029,1,0.947,94.7,Critical
TXN0000591,POL000591,CUST00591,2993,VND0049,0,0.0078,0.78,Low
TXN0000592,POL000592,CUST00592,2940,VND0028,0,0.069,6.9,Low
TXN0000593,POL000593,CUST00593,1607,VND0007,0,0.0126,1.26,Low
TXN0000594,POL000594,CUST00594,3224,VND0033,0,0.0083,0.83,Low
TXN0000595,POL000595,CUST00595,48181,VND0024,1,0.9644,96.44,Critical
TXN0000596,POL000596,CUST00596,4207,VND0041,0,0.1009,10.09,Low
TXN0000597,POL000597,CUST00597,6982,VND0020,0,0.0835,8.35,Low
TXN0000598,POL000598,CUST00598,3824,VND0010,0,0.1238,12.38,Low
TXN0000599,POL000599,CUST00599,2233,VND0006,0,0.0066,0.66,Low
TXN0000600,POL000600,CUST00600,4878,VND0038,0,0.0236,2.36,Low
TXN0000601,POL000601,CUST00601,5776,VND0012,0,0.0078,0.78,Low
TXN0000602,POL000602,CUST00602,3408,VND0034,0,0.0136,1.36,Low
TXN0000603,POL000603,CUST00603,1902,VND0007,0,0.024,2.4,Low
TXN0000604,POL000604,CUST00604,5054,VND0004,0,0.0209,2.09,Low
TXN0000605,POL000605,CUST00605,1473,VND0036,0,0.034,3.4,Low
TXN0000606,POL000606,CUST00606,6981,VND0018,0,0.0562,5.62,Low
TXN0000607,POL000607,CUST00607,2361,VND0029,0,0.0051,0.51,Low
TXN0000608,POL000608,CUST00608,49975,VND0002,1,0.9335,93.35,Critical
TXN0000609,POL000609,CUST00609,5143,VND0010,0,0.0287,2.87,Low
TXN0000610,POL000610,CUST00610,283,VND0005,0,0.0134,1.34,Low
TXN0000611,POL000611,CUST00611,1579,VND0014,0,0.0228,2.28,Low
TXN0000612,POL000612,CUST00612,1054,VND0015,0,0.0062,0.62,Low
TXN0000613,POL000613,CUST00613,2859,VND0019,0,0.05,5.0,Low
TXN0000614,POL000614,CUST00614,3963,VND0013,0,0.0098,0.98,Low
TXN0000615,POL000615,CUST00615,1421,VND0023,0,0.0193,1.93,Low
TXN0000616,POL000616,CUST00616,2540,VND0046,0,0.0147,1.47,Low
TXN0000617,POL000617,CUST00617,5450,VND0005,0,0.0498,4.98,Low
TXN0000618,POL000618,CUST00618,6591,VND0045,0,0.0283,2.83,Low
TXN0000619,POL000619,CUST00619,21468,VND0021,1,0.9611,96.11,Critical
TXN0000620,POL000620,CUST00620,11005,VND0029,1,0.8062,80.62,Critical
TXN0000621,POL000621,CUST00621,374,VND0034,0,0.0217,2.17,Low
TXN0000622,POL000622,CUST00622,3738,VND0037,0,0.0469,4.69,Low
TXN0000623,POL000623,CUST00623,6180,VND0048,0,0.023,2.3,Low
TXN0000624,POL000624,CUST00624,5626,VND0050,0,0.1256,12.56,Low
TXN0000625,POL000625,CUST00625,1782,VND0005,0,0.0048,0.48,Low
TXN0000626,POL000626,CUST00626,1958,VND0021,0,0.022,2.2,Low
TXN0000627,POL000627,CUST00627,5527,VND0027,0,0.1632,16.32,Low
TXN0000628,POL000628,CUST00628,33898,VND0027,1,0.9311,93.11,Critical
TXN0000629,POL000629,CUST00629,2110,VND0050,0,0.0187,1.87,Low
TXN0000630,POL000630,CUST00630,220,VND0033,0,0.0197,1.97,Low
TXN0000631,POL000631,CUST00631,3222,VND0021,0,0.0069,0.69,Low
TXN0000632,POL000632,CUST00632,4413,VND0047,0,0.0196,1.96,Low
TXN0000633,POL000633,CUST00633,16082,VND0037,1,0.9614,96.14,Critical
TXN0000634,POL000634,CUST00634,6556,VND0040,0,0.0869,8.69,Low
TXN0000635,POL000635,CUST00635,44458,VND0032,1,0.9312,93.12,Critical
TXN0000636,POL000636,CUST00636,12275,VND0004,1,0.865,86.5,Critical
TXN0000637,POL000637,CUST00637,337,VND0049,0,0.0278,2.78,Low
TXN0000638,POL000638,CUST00638,6004,VND0036,0,0.0363,3.63,Low
TXN0000639,POL000639,CUST00639,5335,VND0008,0,0.0145,1.45,Low
TXN0000640,POL000640,CUST00640,2899,VND0013,0,0.0199,1.99,Low
TXN0000641,POL000641,CUST00641,4208,VND0018,0,0.0185,1.85,Low
TXN0000642,POL000642,CUST00642,5804,VND0013,0,0.1133,11.33,Low
TXN0000643,POL000643,CUST00643,48849,VND0032,1,0.9567,95.67,Critical
TXN0000644,POL000644,CUST00644,3945,VND0028,0,0.0625,6.25,Low
TXN0000645,POL000645,CUST00645,481,VND0011,0,0.0255,2.55,Low
TXN0000646,POL000646,CUST00646,4406,VND0035,0,0.015,1.5,Low
TXN0000647,POL000647,CUST00647,13954,VND0015,1,0.8003,80.03,Critical
TXN0000648,POL000648,CUST00648,600,VND0008,0,0.0264,2.64,Low
TXN0000649,POL000649,CUST00649,5757,VND0048,0,0.0353,3.53,Low
TXN0000650,POL000650,CUST00650,33380,VND0016,1,0.9634,96.34,Critical
TXN0000651,POL000651,CUST00651,6255,VND0012,0,0.0474,4.74,Low
TXN0000652,POL000652,CUST00652,3946,VND0036,0,0.0252,2.52,Low
TXN0000653,POL000653,CUST00653,2390,VND0039,0,0.0078,0.78,Low
TXN0000654,POL000654,CUST00654,599,VND0008,0,0.0312,3.12,Low
TXN0000655,POL000655,CUST00655,321,VND0003,0,0.024,2.4,Low
TXN0000656,POL000656,CUST00656,5241,VND0043,0,0.0321,3.21,Low
TXN0000657,POL000657,CUST00657,2764,VND0026,0,0.024,2.4,Low
TXN0000658,POL000658,CUST00658,5912,VND0023,0,0.0179,1.79,Low
TXN0000659,POL000659,CUST00659,1767,VND0022,0,0.0037,0.37,Low
TXN0000660,POL000660,CUST00660,6458,VND0030,0,0.0446,4.46,Low
TXN0000661,POL000661,CUST00661,6602,VND0034,0,0.0359,3.59,Low
TXN0000662,POL000662,CUST00662,892,VND0005,0,0.0165,1.65,Low
TXN0000663,POL000663,CUST00663,4599,VND0014,0,0.0484,4.84,Low
TXN0000664,POL000664,CUST00664,19548,VND0048,1,0.9626,96.26,Critical
TXN0000665,POL000665,CUST00665,2397,VND0009,0,0.0,0.0,Low
TXN0000666,POL000666,CUST00666,659,VND0046,0,0.0107,1.07,Low
TXN0000667,POL000667,CUST00667,6153,VND0021,0,0.0385,3.85,Low
TXN0000668,POL000668,CUST00668,3423,VND0010,0,0.0408,4.08,Low
TXN0000669,POL000669,CUST00669,384,VND0030,0,0.0103,1.03,Low
TXN0000670,POL000670,CUST00670,5913,VND0034,0,0.0421,4.21,Low
TXN0000671,POL000671,CUST00671,15868,VND0018,1,0.9319,93.19,Critical
TXN0000672,POL000672,CUST00672,678,VND0040,0,0.0018,0.18,Low
TXN0000673,POL000673,CUST00673,1958,VND0004,0,0.0121,1.21,Low
TXN0000674,POL000674,CUST00674,323,VND0007,0,0.0109,1.09,Low
TXN0000675,POL000675,CUST00675,6693,VND0032,0,0.0344,3.44,Low
TXN0000676,POL000676,CUST00676,369,VND0029,0,0.0075,0.75,Low
TXN0000677,POL000677,CUST00677,5611,VND0035,0,0.0311,3.11,Low
TXN0000678,POL000678,CUST00678,3676,VND0043,0,0.0112,1.12,Low
TXN0000679,POL000679,CUST00679,45912,VND0047,1,0.978,97.8,Critical
TXN0000680,POL000680,CUST00680,5718,VND0026,0,0.13,13.0,Low
TXN0000681,POL000681,CUST00681,15882,VND0026,1,0.973,97.3,Critical
TXN0000682,POL000682,CUST00682,1066,VND0047,0,0.0135,1.35,Low
TXN0000683,POL000683,CUST00683,39154,VND0049,1,0.9611,96.11,Critical
TXN0000684,POL000684,CUST00684,1047,VND0003,0,0.0307,3.07,Low
TXN0000685,POL000685,CUST00685,4841,VND0026,0,0.0339,3.39,Low
TXN0000686,POL000686,CUST00686,4066,VND0046,0,0.0128,1.28,Low
TXN0000687,POL000687,CUST00687,770,VND0003,0,0.0156,1.56,Low
TXN0000688,POL000688,CUST00688,1793,VND0049,0,0.0248,2.48,Low
TXN0000689,POL000689,CUST00689,3853,VND0038,0,0.0794,7.94,Low
TXN0000690,POL000690,CUST00690,5165,VND0008,0,0.0207,2.07,Low
TXN0000691,POL000691,CUST00691,2535,VND0033,0,0.0439,4.39,Low
TXN0000692,POL000692,CUST00692,6657,VND0022,0,0.113,11.3,Low
TXN0000693,POL000693,CUST00693,6947,VND0017,0,0.0758,7.58,Low
